Step,grad_norm
0,3.767866135
1,3.978297234
2,3.914743423
3,4.095425129
4,3.994606733
5,3.868144512
6,3.840085506
7,4.008874893
8,4.011460304
9,3.878558159
10,3.96182847
11,4.023206234
12,4.03299427
13,3.933835268
14,4.167114735
15,3.967031956
16,3.978792429
17,3.83028388
18,3.790565491
19,3.896070242
20,3.97514534
21,3.937524796
22,3.842926264
23,4.125691414
24,3.925779581
25,3.816935539
26,3.945252657
27,4.004597664
28,3.910914898
29,3.807674408
30,3.944001913
31,3.872110844
32,4.006681919
33,3.757132292
34,4.005641937
35,3.780851603
36,3.98930645
37,3.908898592
38,4.064882278
39,3.883407116
40,3.951099396
41,4.000197887
42,4.03640461
43,3.839713335
44,4.048062801
45,4.142110825
46,4.036509514
47,4.094288349
48,3.970524788
49,4.059405327
50,3.995844841
51,4.038956165
52,4.031023026
53,3.947206259
54,4.080856323
55,3.858846903
56,4.052810192
57,3.954589128
58,3.96119976
59,3.796928406
60,3.797209024
61,3.916255713
62,3.900984764
63,4.087182045
64,3.925677299
65,3.929604053
66,3.94691205
67,3.917854309
68,3.897177219
69,4.007716656
70,3.933694839
71,3.982425928
72,3.993835449
73,3.908754587
74,3.943165064
75,3.939793587
76,3.951950073
77,3.971319675
78,3.900281906
79,3.871968746
80,4.089081287
81,3.904412985
82,3.797171593
83,3.82455349
84,4.082587242
85,3.985888004
86,3.762020111
87,3.905162096
88,3.911022902
89,4.128296852
90,3.853021622
91,4.107907295
92,4.085400581
93,4.031032562
94,3.873059034
95,3.926414967
96,3.809725285
97,3.839162827
98,4.068790436
99,3.724094152
100,4.053366661
101,3.726016045
102,4.078895569
103,3.67111969
104,3.746504307
105,4.157558441
106,4.003092289
107,3.923420668
108,3.894474745
109,3.938451767
110,3.846759796
111,4.032497406
112,3.677235603
113,3.907320261
114,4.026011944
115,3.805683374
116,3.689143181
117,3.927725554
118,3.886834383
119,3.914857864
120,3.899528742
121,3.903508902
122,3.867723227
123,3.793133259
124,3.840707302
125,4.028702736
126,3.767889023
127,3.949600935
128,3.998369455
129,4.038123608
130,3.86660552
131,3.771099091
132,3.997246742
133,3.765970945
134,3.965878487
135,3.924823999
136,3.935001373
137,3.808076143
138,3.948486328
139,3.793680906
140,3.797682524
141,3.80619216
142,3.893048525
143,4.108590603
144,3.925501585
145,3.893681288
146,3.975882769
147,3.783034801
148,3.964799881
149,3.921075106
150,3.914116383
151,3.907112598
152,3.968069315
153,3.857626915
154,3.781691313
155,3.907343149
156,4.05295229
157,3.87561965
158,3.802017689
159,3.898718834
160,3.978660345
161,4.000802517
162,3.96826458
163,3.953865528
164,3.833838701
165,3.976476669
166,3.940349579
167,3.895867109
168,4.050701141
169,3.815692186
170,4.00664854
171,3.814266682
172,3.932694435
173,3.974997997
174,3.905759811
175,3.965566874
176,4.174847603
177,3.960663795
178,4.047699451
179,3.960267067
180,3.98155427
181,4.012158871
182,3.840503931
183,4.373970509
184,3.855983496
185,3.933015108
186,3.893368244
187,4.100464821
188,3.965998411
189,3.935075521
190,3.756424904
191,4.194925308
192,3.914925098
193,3.86644268
194,3.932651043
195,3.956368923
196,3.813600063
197,3.991743565
198,3.856650352
199,3.948816538
200,4.100896835
201,3.967773676
202,4.137639999
203,3.978171349
204,3.892049789
205,3.723892212
206,4.058978081
207,3.91424942
208,3.936625481
209,4.040839195
210,3.777859688
211,3.883326054
212,3.857886553
213,4.024923325
214,4.029116631
215,4.042610645
216,4.187245369
217,3.942502022
218,3.830907345
219,3.926077843
220,4.036201
221,4.112170219
222,3.978263378
223,4.096007347
224,4.009962559
225,3.898860216
226,4.340925694
227,4.017786026
228,4.154086113
229,3.917804718
230,3.882055998
231,3.920218945
232,4.03555584
233,4.014389038
234,3.87375164
235,4.010867596
236,3.920903444
237,4.234136105
238,3.89780426
239,3.941488028
240,3.935958385
241,3.946464777
242,3.906519175
243,3.860217571
244,3.937871933
245,4.046467304
246,3.962368727
247,3.971926451
248,4.012094498
249,4.071256161
250,3.985901356
251,4.192890167
252,3.950020552
253,3.859624386
254,3.946971178
255,3.732711315
256,4.01979351
257,3.955130577
258,4.054278374
259,4.251550674
260,3.881016016
261,3.952483654
262,3.966638327
263,3.977677107
264,4.129324913
265,3.96505785
266,4.019011021
267,3.904978037
268,4.066460133
269,3.858407736
270,3.979039431
271,4.259094238
272,3.960633755
273,3.838389635
274,3.85387063
275,4.046471119
276,3.974213123
277,4.080113411
278,3.884161711
279,4.034969807
280,3.915742397
281,3.994215488
282,4.081590176
283,3.941606522
284,3.86783576
285,3.838635445
286,3.926908493
287,4.22467947
288,3.943202972
289,4.231369019
290,3.954135656
291,3.833570719
292,3.979198217
293,4.063612461
294,4.002757072
295,3.994119883
296,4.345221996
297,4.0165205
298,4.178794384
299,4.03676796
300,4.016693592
301,3.94447422
302,4.079213142
303,3.995433569
304,4.037189484
305,3.946671009
306,3.967660189
307,3.899609089
308,3.938291311
309,4.191223145
310,3.922075033
311,4.055685997
312,3.97315836
313,4.040030003
314,4.129719257
315,4.024857521
316,4.061481476
317,4.141338348
318,4.104447842
319,4.069522381
320,3.956814528
321,4.138113499
322,4.077354431
323,4.093333721
324,4.09513092
325,3.956168413
326,3.986261845
327,3.931088448
328,4.163430691
329,4.016192436
330,3.902715683
331,3.938235283
332,4.240228176
333,4.180034637
334,3.992322683
335,3.895551682
336,3.930160284
337,4.010708809
338,4.034795284
339,4.053388119
340,3.988843441
341,4.022892475
342,4.107254028
343,4.009148121
344,4.121368408
345,4.179496288
346,3.98656559
347,4.073231697
348,4.052420616
349,3.92175746
350,4.070243835
351,4.088162899
352,4.032123089
353,3.943548203
354,3.910840273
355,4.026139736
356,4.06546545
357,3.910341024
358,4.170843124
359,3.986011267
360,3.872349024
361,3.919898987
362,4.105587959
363,4.07037878
364,3.903517008
365,4.017901421
366,4.053661823
367,3.959120274
368,3.92285037
369,4.057160378
370,4.067677975
371,4.014199257
372,4.128146172
373,4.118447781
374,4.064341545
375,4.059743881
376,4.050730705
377,3.977313042
378,4.037971973
379,4.08930397
380,4.092931747
381,4.107199669
382,4.216083527
383,3.876869678
384,4.128998756
385,4.001606464
386,4.142538548
387,4.180363655
388,4.200392723
389,4.072842121
390,4.188497066
391,4.105300426
392,4.16667223
393,4.138813019
394,4.04571104
395,4.121284962
396,4.09839201
397,4.199730873
398,4.189430237
399,4.194297314
400,4.031069279
401,4.030399323
402,4.201815605
403,4.116540909
404,4.230318546
405,3.994959116
406,4.103032589
407,4.164560318
408,4.067451
409,4.087278843
410,4.232279301
411,4.091901302
412,4.13713026
413,4.140900612
414,4.168867111
415,4.187991619
416,4.175708294
417,4.21786499
418,4.210153103
419,4.264526367
420,4.103403091
421,4.299116135
422,4.216932774
423,3.983594894
424,4.348993778
425,4.091547966
426,4.292235851
427,4.10357523
428,4.412458897
429,4.206614494
430,4.356018543
431,4.201829433
432,3.962705851
433,4.269590855
434,4.201990128
435,4.153047562
436,4.106994152
437,4.411369801
438,4.016685486
439,4.223882675
440,4.33946228
441,3.985572815
442,4.213386059
443,4.109735489
444,3.977669477
445,4.065937519
446,4.266942024
447,4.270663261
448,4.271067619
449,4.154668808
450,4.262101173
451,4.069252968
452,4.39064312
453,4.099514961
454,4.044828415
455,4.21654892
456,4.418552876
457,4.260451317
458,4.274942398
459,4.19996357
460,4.165547371
461,4.161695004
462,4.264666557
463,4.192997456
464,4.014780045
465,4.204678535
466,4.192736149
467,4.164984226
468,4.126551628
469,4.074026585
470,4.31529665
471,4.298047066
472,4.185581684
473,4.526541233
474,4.237756729
475,4.601881027
476,4.163567543
477,4.152698517
478,4.366168976
479,4.253443718
480,4.248240471
481,4.082833767
482,4.229345322
483,4.277128696
484,4.413775921
485,4.250342846
486,4.202637196
487,4.279847145
488,4.260480881
489,4.112507343
490,4.198665619
491,4.350522995
492,4.280255795
493,4.188312531
494,4.279518127
495,4.230134487
496,4.277575016
497,4.103572369
498,4.088898182
499,4.340782642
500,4.314146042
501,4.339258671
502,4.40868187
503,4.179294109
504,4.235925674
505,4.019385815
506,4.028259277
507,4.403580666
508,4.240269661
509,4.186628342
510,4.087333202
511,4.15203619
512,4.129033566
513,4.423674107
514,4.2068367
515,4.041885853
516,4.252597332
517,4.196319103
518,4.057240963
519,4.016891003
520,4.312315464
521,4.221412659
522,3.975120306
523,4.281942844
524,4.275507927
525,4.021486759
526,4.426127434
527,4.26964283
528,4.735473156
529,4.220210075
530,4.24471283
531,4.262814045
532,4.087056637
533,4.097126484
534,4.485809803
535,4.424255848
536,4.221763611
537,4.465879917
538,4.292313099
539,4.10157299
540,4.248108387
541,4.248740196
542,3.978185892
543,4.189893246
544,3.986369848
545,4.140963554
546,4.035319328
547,4.131033897
548,4.135166645
549,4.065281391
550,4.370644093
551,4.381481171
552,4.062748909
553,4.08817482
554,4.04780817
555,4.089561939
556,4.060224533
557,4.238779068
558,3.890170574
559,4.530806065
560,4.102780819
561,4.103837967
562,3.8407619
563,4.162746906
564,4.124640942
565,3.854635239
566,3.852372169
567,4.20297718
568,4.333441734
569,4.086375237
570,4.277146339
571,4.190038681
572,4.177159309
573,4.085128784
574,3.963253498
575,3.886520624
576,3.861359835
577,4.047498703
578,4.297029018
579,3.980807543
580,4.286757469
581,4.048512459
582,3.995185852
583,3.887861729
584,4.020846367
585,4.28436327
586,4.275891781
587,4.078602791
588,4.299087048
589,3.994140863
590,4.058714867
591,4.190997601
592,4.058780193
593,3.912608624
594,4.016736031
595,3.852569818
596,4.083567142
597,4.104044914
598,4.180079937
599,3.649226904
600,4.098565102
601,4.02884388
602,3.955112696
603,3.905554056
604,4.052890301
605,3.932075739
606,3.883146524
607,3.503574371
608,3.873357058
609,3.673806906
610,3.89142108
611,4.110369682
612,4.380817413
613,3.662625551
614,4.147347927
615,3.69017458
616,3.905771255
617,3.769695282
618,4.031186581
619,3.954688072
620,3.835043907
621,4.034914494
622,3.656896114
623,3.898789406
624,3.857414484
625,4.499618053
626,3.591548443
627,3.849212885
628,3.980104923
629,3.800195694
630,4.147647381
631,3.765079975
632,3.614234924
633,3.980216503
634,3.793812752
635,3.540769815
636,3.632949829
637,3.779047489
638,3.770862103
639,3.446776867
640,3.222077131
641,3.878988981
642,4.263516426
643,3.761435747
644,3.462270737
645,3.498917103
646,3.836451054
647,3.677062035
648,3.458386421
649,3.910170078
650,3.689669132
651,4.22201252
652,3.565276384
653,3.922132015
654,3.248114586
655,3.921755552
656,3.751808405
657,4.071322441
658,3.388544798
659,3.740806103
660,3.221560955
661,3.487036705
662,3.57971406
663,3.478891373
664,3.312228441
665,3.855757952
666,3.543556213
667,3.389791012
668,3.49757719
669,3.483237028
670,3.680581093
671,4.268518925
672,4.542719841
673,2.852238417
674,3.316791058
675,3.753775597
676,3.68783021
677,3.758388996
678,3.181676388
679,3.316375971
680,3.337197304
681,3.576577425
682,3.875321865
683,3.376940966
684,3.531634808
685,3.422059536
686,3.100075722
687,3.234724045
688,3.228526592
689,3.478987455
690,3.371968985
691,3.527960062
692,3.185558558
693,3.467254639
694,3.481300592
695,3.142011404
696,3.303165674
697,3.306278944
698,3.628467798
699,3.591317177
700,3.186388969
701,3.191269875
702,3.627044678
703,3.625934839
704,3.417918205
705,3.498462439
706,3.379709244
707,3.156489372
708,3.32498908
709,3.342237473
710,2.980377674
711,3.159124374
712,3.161905766
713,3.341534853
714,3.196909189
715,2.978224993
716,3.427741528
717,3.169266939
718,3.262185574
719,3.216916084
720,2.922240257
721,3.197331667
722,3.214709997
723,3.21140027
724,3.106891394
725,3.138254404
726,3.307326794
727,3.183506012
728,3.313274622
729,3.017960548
730,3.950968742
731,2.993888855
732,2.477084398
733,3.032682657
734,2.625057697
735,3.224237204
736,3.09446454
737,3.353540421
738,3.469655275
739,3.161860943
740,3.029479265
741,2.639951706
742,3.313649893
743,3.272675276
744,2.539629936
745,2.666523695
746,3.076812506
747,3.00805974
748,2.998431921
749,3.426288128
750,2.921849966
751,3.094254017
752,2.968721628
753,3.545527935
754,2.438107967
755,3.246160507
756,2.407039881
757,3.383076668
758,3.531164169
759,2.829268456
760,3.160097599
761,2.836746454
762,2.947292805
763,2.818653345
764,3.54016757
765,3.240633488
766,2.709621906
767,3.587233782
768,3.249094725
769,3.23349762
770,3.778487444
771,3.237481117
772,2.909838438
773,3.046643734
774,3.174271345
775,2.51836586
776,3.142602444
777,2.810980082
778,2.717514753
779,3.042154074
780,2.792537212
781,3.026079416
782,2.835177422
783,3.26118207
784,3.298129559
785,2.81680274
786,3.053320408
787,3.34992075
788,3.012702465
789,3.305596352
790,2.750570774
791,2.62713027
792,3.144607306
793,2.737776041
794,2.616272211
795,2.434483051
796,2.856441498
797,2.942730665
798,2.588448286
799,2.764379025
800,2.945472956
801,3.370765924
802,2.502930403
803,3.057221413
804,3.835284233
805,2.917499781
806,2.559568167
807,2.715136528
808,2.51350522
809,2.319736004
810,3.069425344
811,3.150572777
812,3.021452427
813,2.958732605
814,2.477865934
815,3.479519129
816,2.558214426
817,2.671094656
818,2.743253231
819,3.171453238
820,3.047357082
821,2.560667276
822,2.086986303
823,2.462403536
824,2.977028847
825,2.584651947
826,3.072807789
827,2.45839715
828,2.491564512
829,3.235434532
830,2.571157932
831,2.587452412
832,2.707581043
833,3.249346972
834,1.757239342
835,2.389639854
836,2.87090826
837,2.297767639
838,2.290162802
839,2.41356492
840,2.603518724
841,2.807890177
842,2.425766945
843,3.12414813
844,2.53707552
845,2.690723419
846,2.273986101
847,3.067761421
848,3.347334862
849,2.400727034
850,2.689507008
851,2.388517141
852,1.867257595
853,2.786014318
854,2.635553837
855,2.814179182
856,2.692183495
857,2.408303261
858,2.840316296
859,2.999195099
860,2.009187937
861,2.391591311
862,3.046477556
863,2.806215525
864,2.429525375
865,2.135638714
866,2.289121628
867,2.860095739
868,3.438225508
869,2.910935163
870,3.164423227
871,2.591904402
872,2.564029455
873,3.127877951
874,2.318857908
875,2.186352968
876,2.697281599
877,3.118669748
878,3.44678092
879,1.700185895
880,2.351202726
881,2.682591438
882,2.075915575
883,2.292865276
884,1.982949495
885,2.70320487
886,2.182059765
887,2.094760895
888,3.522675514
889,1.901533484
890,3.153188705
891,2.098395824
892,1.727467299
893,2.975067139
894,2.411062479
895,2.950022936
896,3.224841595
897,3.280728817
898,2.502893209
899,2.20643568
900,2.786302567
901,2.027465343
902,3.195533276
903,2.104209423
904,2.218296766
905,2.601653576
906,2.171125412
907,2.399410248
908,2.738784075
909,3.122907639
910,2.788059711
911,2.984624624
912,2.609660149
913,2.923352957
914,1.699995756
915,2.620438337
916,2.489655733
917,2.825517416
918,2.194320679
919,2.054141521
920,2.33067441
921,2.1083951
922,2.63405323
923,2.548045874
924,1.582791328
925,3.034659386
926,1.393499136
927,2.806185007
928,2.074028015
929,3.138109207
930,1.654529095
931,2.365996122
932,1.864977717
933,1.628269315
934,2.047499895
935,2.61212945
936,2.466036797
937,2.300134659
938,2.19395113
939,1.786867499
940,2.23269105
941,2.082112551
942,1.447059393
943,2.311413288
944,2.028738737
945,2.346097708
946,2.80611825
947,2.075042486
948,1.774023056
949,2.303489923
950,2.54302907
951,2.113192081
952,1.722030878
953,3.177875519
954,3.058919668
955,2.240195513
956,1.757600069
957,2.962611437
958,2.151077747
959,2.412111044
960,2.151275635
961,1.854190707
962,2.259956598
963,2.310864687
964,2.666681767
965,1.875819564
966,2.725829363
967,1.786869407
968,1.654958963
969,1.998392105
970,2.424636841
971,1.646314859
972,2.87659359
973,2.113993883
974,1.519119382
975,2.057554483
976,1.865651488
977,1.135312438
978,1.970775485
979,1.934063911
980,2.684833288
981,2.18178916
982,2.537309647
983,2.314376593
984,2.359785557
985,1.897147417
986,2.438277483
987,3.101975918
988,1.953850031
989,2.485270023
990,2.906807423
991,2.080894709
992,2.272457838
993,2.260142803
994,2.08503294
995,1.949596524
996,1.927894235
997,1.821557641
998,2.766931057
999,2.351077557
1000,1.885412216
1001,1.876164913
1002,1.803792477
1003,1.929340959
1004,1.807146788
1005,2.570634127
1006,1.988928199
1007,2.364494085
1008,2.580614805
1009,1.306664348
1010,1.22677362
1011,2.439344406
1012,1.86393261
1013,1.064103246
1014,1.996123791
1015,2.711979628
1016,2.07263279
1017,1.619968057
1018,1.769488096
1019,1.474887967
1020,1.941012383
1021,1.838859677
1022,1.796468854
1023,1.617310762
1024,2.839770794
1025,2.552278042
1026,2.545513153
1027,2.168409586
1028,2.437251329
1029,2.012585402
1030,1.560449719
1031,2.791202545
1032,1.966579795
1033,1.587205291
1034,2.355525732
1035,1.256509423
1036,1.66245687
1037,1.431311727
1038,3.096007824
1039,1.929565907
1040,2.136399746
1041,2.223475456
1042,1.615858316
1043,1.767389178
1044,1.25892663
1045,2.255079269
1046,2.709203243
1047,1.85066855
1048,2.384665251
1049,2.584648132
1050,1.943926215
1051,1.092673421
1052,2.309880257
1053,1.338906884
1054,1.040906429
1055,2.120785236
1056,1.608116627
1057,3.243900537
1058,1.851609349
1059,3.94867444
1060,2.435590267
1061,1.508177519
1062,2.120019197
1063,2.905954361
1064,1.569555402
1065,2.129840851
1066,3.028578758
1067,2.21227622
1068,3.060757875
1069,2.592153788
1070,2.746539593
1071,1.514907718
1072,1.860480785
1073,2.208784819
1074,1.868511319
1075,1.701757193
1076,2.521017313
1077,1.15116322
1078,1.428321481
1079,1.984383345
1080,2.995342731
1081,1.747668743
1082,1.158047676
1083,0.860923529
1084,2.117009878
1085,2.224015236
1086,2.842905283
1087,1.610640526
1088,2.23176527
1089,1.878860593
1090,0.932011843
1091,1.043768525
1092,3.369795799
1093,2.589118242
1094,1.329087615
1095,2.369527817
1096,1.465948939
1097,1.931769133
1098,1.392140388
1099,2.727566957
1100,1.161142588
1101,1.758847237
1102,1.32535553
1103,0.833767653
1104,1.070357323
1105,3.017254591
1106,2.512737751
1107,2.227339268
1108,2.616322041
1109,2.398545504
1110,1.456616998
1111,2.579045534
1112,1.262079
1113,2.940148354
1114,2.091449976
1115,1.437437415
1116,1.274954557
1117,0.883490503
1118,1.596731782
1119,0.457103342
1120,1.799542665
1121,1.815460801
1122,1.942258477
1123,1.973587751
1124,1.312396526
1125,2.500477791
1126,2.647462845
1127,3.21056819
1128,2.570527792
1129,1.83707583
1130,2.061061621
1131,2.570359707
1132,1.760245442
1133,0.487914145
1134,2.675458908
1135,0.957065701
1136,1.860111356
1137,1.548667312
1138,1.989325762
1139,1.805575967
1140,0.916846097
1141,1.502524853
1142,0.873505175
1143,0.561492026
1144,1.690603137
1145,1.524563551
1146,2.657848597
1147,0.850810766
1148,2.69351244
1149,0.741535962
1150,1.603012443
1151,0.641608119
1152,2.923123121
1153,1.998840451
1154,1.108192325
1155,2.499461651
1156,1.51742959
1157,1.990727425
1158,1.534274697
1159,1.530225873
1160,2.854699612
1161,2.832437754
1162,1.089831948
1163,1.156871557
1164,1.071328044
1165,1.559875011
1166,1.472575903
1167,0.910037756
1168,1.813441634
1169,0.886849821
1170,1.458988786
1171,1.611675501
1172,1.702078342
1173,1.547934413
1174,2.306389093
1175,1.98970449
1176,1.632529974
1177,0.633732557
1178,2.35375905
1179,0.784647048
1180,1.295638919
1181,1.437368512
1182,1.42002809
1183,1.606262565
1184,2.278385878
1185,0.846267641
1186,1.445044637
1187,1.35496664
1188,2.183565617
1189,1.849900961
1190,0.891251504
1191,0.353697896
1192,1.934124112
1193,1.578900337
1194,2.032416105
1195,0.937843502
1196,3.087918758
1197,2.393957615
1198,1.213754654
1199,2.54083848
1200,1.816148281
1201,1.512023091
1202,0.94268924
1203,1.873258352
1204,0.71470952
1205,1.728175998
1206,2.129765272
1207,1.366917729
1208,0.918790877
1209,0.623260081
1210,2.553195953
1211,1.645804286
1212,0.653682888
1213,0.631247759
1214,0.471724182
1215,2.196243048
1216,0.636680782
1217,1.823991179
1218,0.748524547
1219,1.38054204
1220,1.196541667
1221,2.502786398
1222,1.190522075
1223,2.433068752
1224,1.772004843
1225,1.409444809
1226,2.410451651
1227,1.947287679
1228,0.329617232
1229,1.113539577
1230,2.493939877
1231,2.326241016
1232,1.993134618
1233,0.933046639
1234,0.585487425
1235,1.401160121
1236,1.013253093
1237,0.498502702
1238,1.028896332
1239,1.912790418
1240,1.07321763
1241,1.004560113
1242,2.812752008
1243,2.698947668
1244,0.865844309
1245,0.572509646
1246,2.981795073
1247,2.135105371
1248,0.553011179
1249,1.469023108
1250,0.58664149
1251,0.758403122
1252,1.224732757
1253,0.929082632
1254,2.034951925
1255,1.074507594
1256,1.166300416
1257,1.793905854
1258,1.425448656
1259,1.699430466
1260,2.314694881
1261,1.165421486
1262,2.378347635
1263,0.48327437
1264,0.492689341
1265,2.052158117
1266,0.604215205
1267,2.201274395
1268,0.421045274
1269,2.413931131
1270,2.282839775
1271,0.677606225
1272,2.022458792
1273,1.303353906
1274,2.646043539
1275,1.908817291
1276,2.152928114
1277,0.539877653
1278,0.771559298
1279,0.457319558
1280,0.364710718
1281,2.306872129
1282,0.831563592
1283,1.061815262
1284,1.157202363
1285,0.336943924
1286,1.014817715
1287,0.687065244
1288,0.607794583
1289,1.778811336
1290,1.129945278
1291,1.261842608
1292,1.749126196
1293,0.395330757
1294,0.779462457
1295,1.196777701
1296,1.04443872
1297,1.417148352
1298,1.881134987
1299,1.154584289
1300,1.257783651
1301,1.372068524
1302,1.25832665
1303,2.097839832
1304,2.408944845
1305,1.18223989
1306,0.927991152
1307,1.399870634
1308,1.123313308
1309,0.480403513
1310,0.279242158
1311,0.237366915
1312,1.229655981
1313,0.960093081
1314,0.937584698
1315,1.270693898
1316,1.605388165
1317,1.538498521
1318,0.16713132
1319,0.671411157
1320,1.030320048
1321,0.563440382
1322,2.062462091
1323,0.729581952
1324,1.548597693
1325,0.850411594
1326,2.024444103
1327,1.048806667
1328,2.92767024
1329,0.596055925
1330,2.33858943
1331,2.192161322
1332,1.449596763
1333,1.586187601
1334,1.321025372
1335,0.780142248
1336,0.29179278
1337,0.549732327
1338,2.279392958
1339,2.137627363
1340,0.636497915
1341,0.507762909
1342,0.684718966
1343,1.766917109
1344,0.856786311
1345,1.661304712
1346,2.418790817
1347,2.399676085
1348,1.437594533
1349,3.343302011
1350,1.316641688
1351,2.391108751
1352,2.557670116
1353,2.240929127
1354,2.272465229
1355,2.799982309
1356,1.59205842
1357,1.738506556
1358,0.588664889
1359,1.195342302
1360,1.017374158
1361,2.163473606
1362,0.961546481
1363,1.029974341
1364,1.962128997
1365,1.536283016
1366,1.800219774
1367,0.924082637
1368,0.47288546
1369,0.569373846
1370,0.634636641
1371,0.757205307
1372,0.54193455
1373,0.748862863
1374,1.884438634
1375,0.9047786
1376,1.291880727
1377,1.794100404
1378,1.661190271
1379,0.338789105
1380,1.322097898
1381,0.668602407
1382,1.21600163
1383,1.413420796
1384,1.829707026
1385,0.262409091
1386,2.609810591
1387,0.755133033
1388,0.345752329
1389,0.306514978
1390,1.83333838
1391,1.903788924
1392,0.294414699
1393,1.337534785
1394,0.406225145
1395,0.441085517
1396,1.02486515
1397,1.806613207
1398,2.140194654
1399,0.208771989
1400,2.60534668
1401,1.155095696
1402,0.235145763
1403,1.414909124
1404,0.477300316
1405,1.358647227
1406,2.368839502
1407,1.442840576
1408,2.310383558
1409,2.983108282
1410,1.341634512
1411,0.385314494
1412,0.588721037
1413,1.536499023
1414,0.406765133
1415,0.239128053
1416,0.654972911
1417,2.036453485
1418,0.585269272
1419,0.930299461
1420,1.385455132
1421,0.143568695
1422,0.402564645
1423,0.878165007
1424,1.891253233
1425,0.471504748
1426,2.078509092
1427,0.836397409
