Step,train_loss
0,3.362960815
1,3.384104729
2,3.375388861
3,3.389015913
4,3.384534836
5,3.38256216
6,3.39160943
7,3.38476181
8,3.382901192
9,3.424224138
10,3.382902384
11,3.373195171
12,3.380816221
13,3.354771852
14,3.347153664
15,3.360647202
16,3.382144928
17,3.374346018
18,3.377443314
19,3.404423237
20,3.400800705
21,3.435286283
22,3.360550165
23,3.377447128
24,3.409003973
25,3.36340332
26,3.381620646
27,3.377752066
28,3.355167389
29,3.387164354
30,3.389495611
31,3.325889349
32,3.359231234
33,3.347203255
34,3.336979389
35,3.328026056
36,3.365698576
37,3.381233692
38,3.328863621
39,3.345719337
40,3.352653027
41,3.36301136
42,3.379678249
43,3.360849619
44,3.360004902
45,3.394328356
46,3.347074986
47,3.350802183
48,3.369492531
49,3.36550498
50,3.325321436
51,3.314338207
52,3.334741831
53,3.321652889
54,3.339066267
55,3.337387085
56,3.3818717
57,3.313711166
58,3.334287167
59,3.333892822
60,3.325471401
61,3.366984844
62,3.331556082
63,3.367515564
64,3.311126709
65,3.333939791
66,3.342111588
67,3.351233721
68,3.30978632
69,3.334495068
70,3.31131959
71,3.322836399
72,3.343096495
73,3.313662052
74,3.34383297
75,3.28880167
76,3.332446337
77,3.29143858
78,3.313046932
79,3.298636436
80,3.339850903
81,3.317205906
82,3.301056147
83,3.302782059
84,3.300644398
85,3.28912735
86,3.31528616
87,3.324753284
88,3.279669762
89,3.309222698
90,3.304009438
91,3.319311142
92,3.304925919
93,3.285711765
94,3.280783653
95,3.323332787
96,3.319977283
97,3.288291454
98,3.336066484
99,3.280532837
100,3.279678345
101,3.263026476
102,3.27005434
103,3.284621716
104,3.278649807
105,3.294201374
106,3.276409149
107,3.27434659
108,3.261628151
109,3.306132555
110,3.281658411
111,3.254364252
112,3.286203384
113,3.247494221
114,3.266530037
115,3.249124527
116,3.271096706
117,3.272866488
118,3.256107569
119,3.288898706
120,3.292127609
121,3.231878281
122,3.277840614
123,3.256863117
124,3.263825178
125,3.266584635
126,3.247267485
127,3.295866489
128,3.264628887
129,3.245106697
130,3.236061573
131,3.277794838
132,3.265558004
133,3.270970106
134,3.258063793
135,3.275996923
136,3.26305294
137,3.25556922
138,3.253471375
139,3.242642879
140,3.260343552
141,3.237701416
142,3.251224279
143,3.226260662
144,3.271023512
145,3.251047373
146,3.221207857
147,3.216302872
148,3.222610235
149,3.211417437
150,3.220289469
151,3.238293171
152,3.263641834
153,3.201239586
154,3.230852604
155,3.243081093
156,3.211720467
157,3.241913319
158,3.235975266
159,3.247453928
160,3.16527319
161,3.240341425
162,3.222088814
163,3.193724632
164,3.172438145
165,3.212230682
166,3.211634398
167,3.258894444
168,3.209781647
169,3.212300062
170,3.204324722
171,3.193536997
172,3.184980392
173,3.194669724
174,3.172205448
175,3.199499846
176,3.238788605
177,3.171803951
178,3.161932945
179,3.1989007
180,3.207484722
181,3.217489481
182,3.204083443
183,3.228509903
184,3.171999454
185,3.17661953
186,3.171529293
187,3.196176291
188,3.212079763
189,3.176023006
190,3.192810774
191,3.19264698
192,3.139430046
193,3.177599669
194,3.193361282
195,3.194309711
196,3.158905029
197,3.187038183
198,3.141803741
199,3.185516357
200,3.146901369
201,3.156873941
202,3.153683186
203,3.159715176
204,3.15116024
205,3.148804665
206,3.141633272
207,3.154231548
208,3.173501968
209,3.161426783
210,3.158333302
211,3.166249275
212,3.132502079
213,3.099750996
214,3.135830402
215,3.135674477
216,3.163805723
217,3.105729103
218,3.112018585
219,3.102457047
220,3.151854515
221,3.130360842
222,3.135654211
223,3.124427319
224,3.148911715
225,3.157960892
226,3.127797365
227,3.086797476
228,3.143089533
229,3.123136997
230,3.083305359
231,3.09508276
232,3.139508247
233,3.070048332
234,3.091426849
235,3.080971241
236,3.082530737
237,3.09376049
238,3.119920492
239,3.101894855
240,3.097149372
241,3.089959621
242,3.094443321
243,3.066846609
244,3.059803009
245,3.08082962
246,3.064411879
247,3.033549309
248,3.076875925
249,3.081515789
250,3.074504375
251,3.071405888
252,3.054178953
253,3.084282398
254,3.129817724
255,3.049084663
256,3.032294273
257,3.082851887
258,3.054004908
259,3.084542274
260,3.010304451
261,3.054675102
262,3.00508976
263,3.051609039
264,3.087684631
265,3.092618465
266,3.092070103
267,3.036230326
268,3.008290291
269,3.077811718
270,3.045486212
271,3.035720825
272,3.04041338
273,3.030157089
274,3.057901144
275,3.050384045
276,3.026587486
277,2.986895561
278,2.985206842
279,3.006575108
280,3.015216351
281,2.978904724
282,3.00453186
283,2.999177933
284,2.987402916
285,3.006122589
286,3.072718382
287,2.963464737
288,3.004600286
289,3.001378059
290,3.000839472
291,3.001700401
292,2.985646963
293,3.002291679
294,3.000861645
295,2.997124195
296,2.9472332
297,2.975329876
298,2.975297928
299,2.956330299
300,2.989136934
301,2.922178268
302,3.004271746
303,2.914815664
304,2.964795589
305,2.916653156
306,2.955460072
307,2.960098743
308,2.947542667
309,2.984198332
310,2.945926189
311,2.917108059
312,2.919633627
313,2.9451828
314,2.915535927
315,2.945752144
316,2.918619394
317,2.90677309
318,2.929225206
319,2.955127954
320,2.903140545
321,2.904596806
322,2.88982439
323,2.931841373
324,2.930570126
325,2.893540859
326,2.869390965
327,2.803700686
328,2.862447262
329,2.83398819
330,2.838739395
331,2.853737116
332,2.808176279
333,2.897523165
334,2.895448446
335,2.862767696
336,2.813998699
337,2.920739651
338,2.873221397
339,2.825573444
340,2.862868309
341,2.873867989
342,2.799982309
343,2.850786209
344,2.868355989
345,2.83315897
346,2.851644993
347,2.783933163
348,2.79570961
349,2.859892845
350,2.789306402
351,2.835968018
352,2.799195766
353,2.77303648
354,2.784037828
355,2.785095692
356,2.81658268
357,2.770772696
358,2.697923422
359,2.712134838
360,2.794650555
361,2.768857718
362,2.852032661
363,2.772771835
364,2.694262266
365,2.766355038
366,2.685618877
367,2.762179852
368,2.793330669
369,2.707585573
370,2.70085907
371,2.762999773
372,2.698293209
373,2.745796204
374,2.665689945
375,2.682851791
376,2.672593594
377,2.780226469
378,2.665869951
379,2.732661963
380,2.713590384
381,2.671848297
382,2.694747686
383,2.764523506
384,2.68055439
385,2.651585579
386,2.679008961
387,2.69641304
388,2.666367769
389,2.67612195
390,2.69217515
391,2.654071331
392,2.651533604
393,2.63815546
394,2.691745043
395,2.706339598
396,2.673077583
397,2.603917599
398,2.546322107
399,2.643810749
400,2.725067854
401,2.648661137
402,2.596987009
403,2.69760704
404,2.578330994
405,2.629489899
406,2.525985956
407,2.596890926
408,2.646360397
409,2.573897362
410,2.636997223
411,2.595016718
412,2.53948164
413,2.562918425
414,2.570209503
415,2.57515955
416,2.599210739
417,2.590528965
418,2.490206003
419,2.614073277
420,2.556866169
421,2.554059982
422,2.413797379
423,2.50641489
424,2.459592342
425,2.533965349
426,2.492990494
427,2.482637882
428,2.551975965
429,2.517590523
430,2.468454361
431,2.389861345
432,2.443915367
433,2.511762381
434,2.441010475
435,2.477329254
436,2.471563816
437,2.462605476
438,2.534552097
439,2.537665844
440,2.492720604
441,2.397589207
442,2.4197855
443,2.502546072
444,2.443640232
445,2.417143106
446,2.408686161
447,2.463693619
448,2.437520742
449,2.371630192
450,2.436064005
451,2.309491634
452,2.426670074
453,2.433084965
454,2.324160099
455,2.47887516
456,2.411720753
457,2.372119427
458,2.284053087
459,2.385446548
460,2.407999277
461,2.388544559
462,2.397533417
463,2.422861338
464,2.310104847
465,2.32731843
466,2.254162788
467,2.353847027
468,2.391307831
469,2.270402193
470,2.373422384
471,2.266599894
472,2.29540062
473,2.25693512
474,2.25389576
475,2.160371542
476,2.214490414
477,2.196698666
478,2.30998373
479,2.251510143
480,2.106874228
481,2.230931997
482,2.141798019
483,2.133630276
484,2.128884792
485,2.266808748
486,2.038532972
487,2.144035339
488,2.150883436
489,2.141592026
490,2.113493919
491,2.106827736
492,2.156969309
493,2.089137554
494,2.018381357
495,2.083539486
496,1.997248888
497,2.033686161
498,2.183562756
499,2.105519772
500,1.974406838
501,1.981621265
502,2.01205492
503,2.001904964
504,1.897907495
505,2.048980236
506,1.935523748
507,1.93087101
508,2.066163063
509,1.909977674
510,1.887795091
511,1.870491147
512,1.835026264
513,1.882568359
514,1.903847575
515,1.936946869
516,1.853206515
517,1.894219875
518,1.892314792
519,1.799838066
520,1.853784204
521,1.805529118
522,1.785031557
523,1.792295098
524,1.868196964
525,1.67269218
526,1.771548867
527,1.696044922
528,1.817177653
529,1.647521019
530,1.775565267
531,1.761780024
532,1.686555147
533,1.61547029
534,1.731314898
535,1.789545536
536,1.616075158
537,1.629119635
538,1.749770403
539,1.592198849
540,1.636032939
541,1.636670589
542,1.584637761
543,1.51351738
544,1.463834763
545,1.569562197
546,1.47991538
547,1.479702473
548,1.414865732
549,1.583543539
550,1.630012274
551,1.535926342
552,1.452847958
553,1.548227429
554,1.455299258
555,1.395947576
556,1.411956787
557,1.450882673
558,1.400458097
559,1.470190883
560,1.449756742
561,1.341706276
562,1.350516796
563,1.410952568
564,1.377552152
565,1.349098444
566,1.344538093
567,1.397165179
568,1.399200678
569,1.476023436
570,1.426014423
571,1.367838979
572,1.344533205
573,1.314222813
574,1.295751929
575,1.229243994
576,1.267916441
577,1.30317235
578,1.379042864
579,1.285555601
580,1.316914678
581,1.217985868
582,1.256172657
583,1.232202411
584,1.256994009
585,1.259644508
586,1.333442211
587,1.16985929
588,1.181351662
589,1.187015891
590,1.177758217
591,1.228122473
592,1.146805286
593,1.24931097
594,1.115270615
595,1.069254637
596,1.115975857
597,1.137597561
598,1.092746139
599,1.051406264
600,1.105948448
601,1.043362856
602,1.15398705
603,1.127555966
604,0.988223016
605,1.001576424
606,1.029771686
607,0.984527469
608,1.004673481
609,1.001205325
610,0.997232199
611,1.054821253
612,1.028667688
613,1.01637888
614,1.056110859
615,0.902978897
616,0.917673469
617,0.988189757
618,0.963035583
619,0.975925386
620,0.959930062
621,1.008535624
622,0.881176472
623,0.979752243
624,0.9684214
625,0.920054078
626,0.853126109
627,0.885238886
628,0.927474141
629,0.892294049
630,0.852099538
631,0.840415597
632,0.828626454
633,0.872130573
634,0.907304287
635,0.827931762
636,0.792107701
637,0.808341384
638,0.850216985
639,0.813370943
640,0.777314186
641,0.830868959
642,0.880847931
643,0.839632928
644,0.778489351
645,0.792533159
646,0.856711626
647,0.798223972
648,0.716855645
649,0.861901402
650,0.784697711
651,0.755493999
652,0.72694993
653,0.740539789
654,0.711054444
655,0.748029411
656,0.713894665
657,0.709927559
658,0.701016068
659,0.726793528
660,0.704530835
661,0.640157938
662,0.694431245
663,0.745703936
664,0.591930211
665,0.760264993
666,0.662840903
667,0.650331616
668,0.64239049
669,0.67911154
670,0.649850309
671,0.688331008
672,0.592426658
673,0.56958282
674,0.579384446
675,0.706050932
676,0.604255438
677,0.679300427
678,0.579630375
679,0.574862838
680,0.589782417
681,0.667973876
682,0.619486809
683,0.64892751
684,0.63416785
685,0.583623528
686,0.497514784
687,0.572579741
688,0.508561134
689,0.616136193
690,0.593656301
691,0.576571822
692,0.532204032
693,0.566562295
694,0.535495877
695,0.497969985
696,0.55069536
697,0.513168693
698,0.544415414
699,0.585748851
700,0.540964782
701,0.465644985
702,0.541953564
703,0.464720607
704,0.571805596
705,0.586536765
706,0.486571074
707,0.488493502
708,0.528297365
709,0.490872413
710,0.425523937
711,0.456454605
712,0.486590415
713,0.528535903
714,0.470889628
715,0.494340777
716,0.490968287
717,0.46765846
718,0.451768875
719,0.503660023
720,0.404216826
721,0.453982532
722,0.457355052
723,0.428391188
724,0.425804287
725,0.418208838
726,0.446673334
727,0.447224557
728,0.433281481
729,0.369922727
730,0.517987549
731,0.42640537
732,0.359374285
733,0.411240041
734,0.361222565
735,0.434190303
736,0.423662007
737,0.423116684
738,0.469937027
739,0.39454186
740,0.411170542
741,0.360038549
742,0.437498689
743,0.35704124
744,0.313905776
745,0.314839512
746,0.364764839
747,0.386563629
748,0.350350142
749,0.479876637
750,0.380692154
751,0.385523349
752,0.401090145
753,0.366116583
754,0.306488872
755,0.393227458
756,0.298022717
757,0.419620663
758,0.365084827
759,0.329775035
760,0.328069687
761,0.338996142
762,0.389704198
763,0.316834509
764,0.370924771
765,0.408292115
766,0.331076622
767,0.437702417
768,0.385691315
769,0.356641561
770,0.396041989
771,0.35347265
772,0.334149152
773,0.316075951
774,0.332688034
775,0.299833089
776,0.353727281
777,0.337894469
778,0.256758302
779,0.316704154
780,0.295139313
781,0.325399429
782,0.321171224
783,0.360152364
784,0.37057665
785,0.301718473
786,0.325388163
787,0.359157681
788,0.288680643
789,0.308419555
790,0.269954503
791,0.256943196
792,0.301357806
793,0.290747225
794,0.255434543
795,0.2535519
796,0.288009197
797,0.275202692
798,0.263409853
799,0.264978588
800,0.286353797
801,0.324324191
802,0.255654812
803,0.296192288
804,0.309748352
805,0.285094798
806,0.222351477
807,0.269468606
808,0.261891782
809,0.251530111
810,0.235480472
811,0.307796657
812,0.279888928
813,0.230283082
814,0.244341776
815,0.316227674
816,0.252169222
817,0.250948101
818,0.234018221
819,0.276093721
820,0.280760735
821,0.217027634
822,0.201234981
823,0.228460118
824,0.258173138
825,0.257680893
826,0.249128848
827,0.225199834
828,0.217114508
829,0.268980712
830,0.214009017
831,0.255872488
832,0.202477813
833,0.275357395
834,0.145764828
835,0.188355163
836,0.235214859
837,0.195976853
838,0.200656861
839,0.218783811
840,0.208031446
841,0.262247711
842,0.194358945
843,0.234240696
844,0.187849283
845,0.231182933
846,0.187215894
847,0.185965523
848,0.238911629
849,0.188225284
850,0.219352826
851,0.193397313
852,0.152351826
853,0.216276646
854,0.222152919
855,0.214041948
856,0.183538198
857,0.186521128
858,0.226586536
859,0.230482295
860,0.174411774
861,0.162865192
862,0.199470997
863,0.227659732
864,0.178001761
865,0.180634499
866,0.155456424
867,0.213390887
868,0.224818662
869,0.186786875
870,0.220305815
871,0.199831009
872,0.203847691
873,0.230661258
874,0.163304746
875,0.155769587
876,0.179772407
877,0.210898578
878,0.219605118
879,0.125274956
880,0.17875126
881,0.173299909
882,0.141721487
883,0.184911549
884,0.139919192
885,0.185907573
886,0.172485948
887,0.124938056
888,0.232648358
889,0.136722088
890,0.231785879
891,0.141865671
892,0.119065233
893,0.165872782
894,0.146542192
895,0.150741354
896,0.170378536
897,0.191904977
898,0.151749879
899,0.159296393
900,0.210960194
901,0.132787138
902,0.233933225
903,0.133954599
904,0.139764115
905,0.145915926
906,0.138090804
907,0.142512381
908,0.16777575
909,0.205099165
910,0.157016307
911,0.159767717
912,0.179423809
913,0.16603224
914,0.114982933
915,0.152995557
916,0.160087422
917,0.160461336
918,0.164478227
919,0.125534773
920,0.149533957
921,0.164670363
922,0.166884348
923,0.160446301
924,0.115635782
925,0.218176186
926,0.091669887
927,0.145326734
928,0.150995404
929,0.170872688
930,0.097148955
931,0.140141338
932,0.125704527
933,0.10569571
934,0.135068178
935,0.18578431
936,0.15174441
937,0.16431497
938,0.136138767
939,0.116361797
940,0.130349636
941,0.128441602
942,0.106612228
943,0.147692874
944,0.123195544
945,0.158679187
946,0.143475384
947,0.138251513
948,0.105759792
949,0.122353315
950,0.114641003
951,0.083670758
952,0.111773908
953,0.204584435
954,0.143966258
955,0.118989043
956,0.098490104
957,0.158882096
958,0.132866994
959,0.141299382
960,0.115222938
961,0.091755547
962,0.106213316
963,0.126262426
964,0.150423735
965,0.101985306
966,0.116447724
967,0.089889251
968,0.084497571
969,0.106687151
970,0.095250972
971,0.081617333
972,0.134999663
973,0.099315658
974,0.079020679
975,0.110315874
976,0.087294944
977,0.070827655
978,0.08077459
979,0.097505182
980,0.121294364
981,0.110401496
982,0.131801844
983,0.088968948
984,0.095632657
985,0.116839699
986,0.109116256
987,0.166685253
988,0.096566468
989,0.124846093
990,0.151722908
991,0.088062868
992,0.114545181
993,0.112209007
994,0.089979447
995,0.087011427
996,0.095348477
997,0.0766761
998,0.109565467
999,0.077197
1000,0.094390735
1001,0.087023765
1002,0.080466911
1003,0.087958187
1004,0.090409689
1005,0.100349337
1006,0.087397993
1007,0.085148998
1008,0.118440419
1009,0.063131541
1010,0.061483525
1011,0.106164351
1012,0.086412862
1013,0.050967596
1014,0.111642569
1015,0.108753115
1016,0.100905284
1017,0.073028088
1018,0.080376364
1019,0.055899903
1020,0.082286298
1021,0.079279453
1022,0.071254559
1023,0.079372108
1024,0.12059816
1025,0.087158643
1026,0.086891495
1027,0.077137426
1028,0.085460767
1029,0.10402523
1030,0.082133278
1031,0.110307321
1032,0.107658893
1033,0.06062049
1034,0.094349854
1035,0.056794845
1036,0.070245944
1037,0.065728463
1038,0.132161438
1039,0.073105358
1040,0.087714739
1041,0.091851637
1042,0.058568738
1043,0.064347588
1044,0.041819699
1045,0.079886563
1046,0.072157174
1047,0.057850245
1048,0.116535708
1049,0.086068995
1050,0.052921802
1051,0.062255815
1052,0.063709646
1053,0.056554899
1054,0.04078823
1055,0.074932612
1056,0.04386764
1057,0.106477886
1058,0.052520864
1059,0.115201965
1060,0.081287831
1061,0.049520552
1062,0.077243336
1063,0.077255592
1064,0.050014861
1065,0.06900914
1066,0.112922728
1067,0.069553301
1068,0.083575331
1069,0.062305663
1070,0.084062628
1071,0.0453787
1072,0.055278357
1073,0.074065641
1074,0.047291003
1075,0.054856136
1076,0.062892124
1077,0.041178446
1078,0.046993867
1079,0.057420649
1080,0.093363464
1081,0.04916089
1082,0.042100392
1083,0.033792794
1084,0.089423597
1085,0.055795088
1086,0.071067125
1087,0.040830031
1088,0.06069902
1089,0.049918503
1090,0.037682164
1091,0.036223758
1092,0.068634726
1093,0.106726445
1094,0.062295809
1095,0.076145694
1096,0.03498023
1097,0.056150611
1098,0.045955721
1099,0.079672188
1100,0.041854713
1101,0.051932301
1102,0.055365976
1103,0.033244282
1104,0.037619464
1105,0.061918408
1106,0.066551827
1107,0.065752074
1108,0.055556215
1109,0.063981146
1110,0.035711773
1111,0.052783746
1112,0.057009682
1113,0.092541426
1114,0.054595307
1115,0.038259648
1116,0.040245879
1117,0.034472279
1118,0.039666519
1119,0.020937381
1120,0.050321214
1121,0.085250258
1122,0.049752899
1123,0.053555928
1124,0.042729314
1125,0.074015982
1126,0.063244119
1127,0.075595938
1128,0.099372551
1129,0.050098538
1130,0.046610992
1131,0.078853324
1132,0.047473267
1133,0.021345202
1134,0.068976894
1135,0.028523043
1136,0.055944152
1137,0.036414914
1138,0.045988571
1139,0.032313704
1140,0.031716734
1141,0.040662751
1142,0.025703825
1143,0.023047201
1144,0.044002056
1145,0.032955855
1146,0.054699048
1147,0.029035272
1148,0.063305721
1149,0.022767985
1150,0.047196753
1151,0.021907616
1152,0.104791939
1153,0.043458309
1154,0.026117435
1155,0.052071359
1156,0.039917335
1157,0.055178784
1158,0.047069605
1159,0.027616113
1160,0.046745807
1161,0.076716296
1162,0.025876325
1163,0.028524432
1164,0.026789047
1165,0.029758086
1166,0.034296401
1167,0.02806988
1168,0.057864815
1169,0.023813896
1170,0.034306448
1171,0.046926763
1172,0.029579125
1173,0.036736846
1174,0.046281442
1175,0.037709843
1176,0.029882666
1177,0.020321079
1178,0.06254603
1179,0.0209115
1180,0.027508806
1181,0.033410467
1182,0.031089362
1183,0.037452515
1184,0.037547719
1185,0.021134827
1186,0.0340719
1187,0.034607999
1188,0.070932359
1189,0.045274459
1190,0.021434147
1191,0.014964029
1192,0.039987728
1193,0.038032115
1194,0.052416865
1195,0.024856042
1196,0.059336253
1197,0.055907615
1198,0.030186495
1199,0.044693157
1200,0.025398346
1201,0.031271406
1202,0.020012423
1203,0.032278322
1204,0.021050835
1205,0.05378342
1206,0.045056939
1207,0.020428134
1208,0.025992343
1209,0.018307723
1210,0.047196612
1211,0.035976022
1212,0.019264579
1213,0.014849615
1214,0.015547235
1215,0.048293602
1216,0.019475823
1217,0.024229767
1218,0.020264104
1219,0.032661021
1220,0.020865858
1221,0.039645661
1222,0.027108278
1223,0.033175617
1224,0.043604538
1225,0.030265197
1226,0.037318826
1227,0.031727068
1228,0.011659498
1229,0.0214293
1230,0.070389554
1231,0.027779208
1232,0.03606049
1233,0.019943144
1234,0.015312053
1235,0.039354928
1236,0.018586703
1237,0.01444193
1238,0.024343554
1239,0.036623314
1240,0.026803425
1241,0.021621108
1242,0.03876365
1243,0.058314212
1244,0.021522416
1245,0.015681688
1246,0.059623916
1247,0.047228184
1248,0.013940642
1249,0.036449775
1250,0.014351323
1251,0.012988391
1252,0.025992855
1253,0.019762503
1254,0.027851369
1255,0.019941973
1256,0.019851126
1257,0.021185128
1258,0.027812283
1259,0.038365062
1260,0.080282852
1261,0.022456691
1262,0.024670543
1263,0.010597734
1264,0.013772006
1265,0.029730109
1266,0.015478148
1267,0.040290788
1268,0.011095148
1269,0.047040142
1270,0.060191959
1271,0.014429234
1272,0.037279718
1273,0.03232998
1274,0.048115868
1275,0.054170825
1276,0.024454443
1277,0.011942685
1278,0.018077627
1279,0.013868952
1280,0.010116671
1281,0.043101594
1282,0.020737641
1283,0.017440621
1284,0.032961082
1285,0.012718804
1286,0.016401425
1287,0.016269935
1288,0.012625574
1289,0.025915254
1290,0.020562071
1291,0.022900166
1292,0.026687287
1293,0.011532743
1294,0.018256318
1295,0.020320665
1296,0.017261807
1297,0.019404575
1298,0.035172116
1299,0.012533879
1300,0.019755213
1301,0.015260123
1302,0.017113067
1303,0.036074046
1304,0.069852598
1305,0.018969435
1306,0.017571284
1307,0.038201012
1308,0.021665085
1309,0.010861323
1310,0.007953659
1311,0.009467155
1312,0.020904269
1313,0.018560089
1314,0.018964205
1315,0.021669492
1316,0.030018572
1317,0.015615822
1318,0.007136503
1319,0.015664306
1320,0.019789446
1321,0.013361623
1322,0.042841915
1323,0.013877606
1324,0.023424186
1325,0.012493873
1326,0.029686857
1327,0.012921821
1328,0.021854484
1329,0.013029462
1330,0.030898409
1331,0.062954903
1332,0.028183592
1333,0.02103084
1334,0.027949493
1335,0.015911147
1336,0.009535733
1337,0.013540345
1338,0.027411047
1339,0.034792569
1340,0.010635053
1341,0.012171045
1342,0.012024689
1343,0.023507066
1344,0.013871941
1345,0.016921138
1346,0.042494133
1347,0.026838461
1348,0.022836421
1349,0.045927651
1350,0.02430889
1351,0.032628737
1352,0.040449623
1353,0.032987904
1354,0.02680603
1355,0.053678308
1356,0.055587351
1357,0.023617929
1358,0.011395169
1359,0.01520719
1360,0.012584736
1361,0.020966701
1362,0.011958577
1363,0.012871377
1364,0.033400897
1365,0.020073105
1366,0.023482319
1367,0.016786929
1368,0.00945236
1369,0.012328221
1370,0.013590766
1371,0.013137243
1372,0.012956814
1373,0.01512217
1374,0.021365236
1375,0.018484589
1376,0.018851072
1377,0.022532308
1378,0.02161542
1379,0.007659273
1380,0.022229811
1381,0.014272354
1382,0.017647801
1383,0.027261164
1384,0.021611728
1385,0.007969835
1386,0.037033718
1387,0.011911996
1388,0.008106783
1389,0.007336024
1390,0.021624502
1391,0.020438528
1392,0.00811335
1393,0.018282996
1394,0.008997036
1395,0.007831087
1396,0.017439233
1397,0.020870544
1398,0.025802325
1399,0.006936466
1400,0.051931351
1401,0.017557025
1402,0.007512121
1403,0.019756373
1404,0.011432379
1405,0.016730411
1406,0.027321715
1407,0.021749318
1408,0.03125979
1409,0.046300843
1410,0.018771689
1411,0.008754147
1412,0.010729497
1413,0.031313308
1414,0.008195328
1415,0.0068607
1416,0.011848358
1417,0.037513297
1418,0.013783461
1419,0.016240757
1420,0.036934309
1421,0.005942913
1422,0.008979568
1423,0.016084829
1424,0.026752699
1425,0.008906199
1426,0.018442547
1427,0.010848382
